agatha.folhasp.com.br.	A
annettevandenbosch.nl.	MX
briarlane.ca.	A
feyenoord.headliner.nl.	A
google.com.	A
mesadtvm.com.br.	MX
mountaineerpublishing.com.	MX
s-static.ak.fbcdn.net.	A
sip.hotmail.com.	A
smtp.srv.ualberta.ca.	AAAA
thumbs2.ebaystatic.com.	AAAA
www.cangrejas.com.	A
