thumbs2.ebaystatic.com.	AAAA
mountaineerpublishing.com.	MX
s-static.ak.fbcdn.net.	A
sip.hotmail.com.	A
www.cangrejas.com.	A
google.com.	A
s-static.ak.fbcdn.net.	A
briarlane.ca.	A
smtp.srv.ualberta.ca.	AAAA
feyenoord.headliner.nl.	A
annettevandenbosch.nl.	MX
