Google,46.7768,110.398,254.105
Cloudflare,75.0799,146.609,279.6
Quad9,341.749,638.453,845.947
BlahDNSJapan,0,0,0
CleanBrowsing,399.485,623.813,773.321
BlahDNSGermany,174.568,360.516,657.845
